"Год продажи,""Неделя продажи"",""Город"",""ЖК"",""Корпус"",""Накопленная сумма продаж"",""Накопленная себестоимость"",""Накопленный объем проданных кв.м."",""Выручка за неделю"",""Количество проданных помещений за"",""Сумма проданных кв.м. за неделю"""
2025.0,28.0,Верхняя Пышма,Таёжный,Корпус 1,12119831,9817063.0,93.7,9817063.0,2,19257700
2025.0,28.0,Екатеринбург,Энергетик,Корпус 5,160405760,127770112,941.2,5541081.5,1,160405760
2025.0,28.0,Екатеринбург,Маяковский,Корпус 2,133574280,105434696,781.7,57015496,10,963377600
2025.0,28.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),184534176,145298688,1068.5,1857137.6,1,184534176
2025.0,28.0,Екатеринбург,Исеть-скай,Корпус А,30484456,22863342,66.5,22863342,1,30484456
2025.0,28.0,Екатеринбург,Энергетик,Корпус 2,128558320,102156616,761.7,13883338,2,245916256
2025.0,28.0,Екатеринбург,Академический,Корпус 4,115484784,96191136,870.0,14663229,3,324363744
2025.0,28.0,Екатеринбург,Академический,Корпус 3,97842896,81527912,733.1,24401430,5,431119040
2025.0,28.0,Екатеринбург,Маяковский,Корпус 1,61689472,48419200,354.2,48419200,9,307579616
2025.0,28.0,Екатеринбург,Энергетик,Корпус 3,129152240,102625816,764.9,469198.8,1,129152240
2025.0,28.0,Екатеринбург,Академический,Корпус 2,68824088,57126480,521.2,10290299,2,132263096
2025.0,28.0,Верхняя Пышма,Таёжный,Корпус 3,35746608,29211848,302.8,19394784,5,127058416
2025.0,28.0,Екатеринбург,Энергетик,Корпус 4,153742432,122229032,903.7,19603214,3,440376256
2025.0,28.0,Екатеринбург,Маяковский,Корпус 3,181881136,143441552,1055.0,38006856,7,1135067264
2025.0,27.0,Екатеринбург,Академический,Корпус 1,61555784,51446608,455.9,24176610,5,244385280
2025.0,27.0,Верхняя Пышма,Таёжный,Корпус 3,3923347.8,3259396.5,32.0,3259396.5,1,3923347.8
2025.0,27.0,Екатеринбург,Энергетик,Корпус 4,149595360,121070664,878.0,8827950.0,2,298596800
2025.0,27.0,Екатеринбург,Маяковский,Корпус 3,266166384,210486544,1545.3,54410460,14,3321535232
2025.0,27.0,Екатеринбург,Энергетик,Корпус 2,133061768,107900568,787.5,29679864,4,468951424
2025.0,27.0,Екатеринбург,Академический,Корпус 4,145783504,121482440,1047.7,20485524,4,543972480
2025.0,27.0,Екатеринбург,Академический,Корпус 2,91992272,76502648,655.4,25056038,4,309036192
2025.0,27.0,Екатеринбург,Энергетик,Корпус 1,95936928,78220704,570.3,23339426,3,257971504
2025.0,27.0,Екатеринбург,Академический,Корпус 3,120928696,100996912,868.2,24494266,5,545911808
2025.0,27.0,Екатеринбург,Маяковский,Корпус 2,196417328,156076080,1160.6,82571688,15,2265497856
2025.0,27.0,Екатеринбург,Маяковский,Корпус 1,92430376,73504392,557.7,73504392,11,539999424
2025.0,27.0,Екатеринбург,Энергетик,Корпус 3,138420736,112242712,815.6,4342142.0,1,138420736
2025.0,27.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),268917696,212412464,1559.3,1925920.5,1,268917696
2025.0,26.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),234580240,184968288,1340.7,9835951.0,5,1144798464
2025.0,26.0,Екатеринбург,Энергетик,Корпус 2,246594016,201268464,1454.2,12582620,2,482771680
2025.0,26.0,Верхняя Пышма,Таёжный,Корпус 1,4235347.5,3518596.5,32.0,3518596.5,1,4235347.5
2025.0,26.0,Екатеринбург,Академический,Корпус 1,112119448,94295336,865.8,16179258,4,417419808
2025.0,26.0,Екатеринбург,Маяковский,Корпус 1,54089004,43286840,309.7,43286840,11,330192320
2025.0,26.0,Екатеринбург,Маяковский,Корпус 3,220528880,175132336,1269.2,81111760,16,2794465024
2025.0,26.0,Екатеринбург,Энергетик,Корпус 5,331475552,269833440,1900.8,42788744,7,2180205568
2025.0,26.0,Екатеринбург,Маяковский,Корпус 2,117382600,94020584,683.4,50733748,9,814649152
2025.0,26.0,Екатеринбург,Энергетик,Корпус 1,231568848,188685840,1358.3,36449480,5,1073734208
2025.0,26.0,Екатеринбург,Академический,Корпус 3,149549904,125814744,1124.9,3233391.0,1,149549904
2025.0,26.0,Екатеринбург,Академический,Корпус 4,170177088,143162736,1287.5,17347990,3,485967360
2025.0,26.0,Верхняя Пышма,Таёжный,Корпус 3,14956054,12663086,130.0,9144489.0,4,51673004
2025.0,26.0,Екатеринбург,Энергетик,Корпус 4,278651808,227044688,1623.1,17163328,3,810816576
2025.0,26.0,Екатеринбург,Академический,Корпус 2,145705328,122581352,1095.7,28286018,7,915160704
2025.0,26.0,Екатеринбург,Энергетик,Корпус 3,257223872,209881360,1515.2,8612902.0,1,257223872
2025.0,25.0,Екатеринбург,Энергетик,Корпус 3,247943008,202907376,1460.2,12569325,2,489783264
2025.0,25.0,Екатеринбург,Академический,Корпус 2,109642656,92213040,821.5,21903908,6,597580032
2025.0,25.0,Екатеринбург,Академический,Корпус 3,147123808,124041272,1103.1,31828230,7,910013312
2025.0,25.0,Екатеринбург,Энергетик,Корпус 2,232864544,190338048,1374.2,13461026,2,456057664
2025.0,25.0,Екатеринбург,Маяковский,Корпус 4 (Парковка),293587360,232790608,1692.5,5777761.5,3,872893376
2025.0,25.0,Екатеринбург,Энергетик,Корпус 5,300801088,245735968,1741.2,27128888,4,1155088768
2025.0,25.0,Екатеринбург,Маяковский,Корпус 1,100666712,79879904,589.1,75583192,12,703973824
2025.0,25.0,Екатеринбург,Энергетик,Корпус 4,267319216,218607072,1561.8,15699703,3,784145280
2025.0,25.0,Екатеринбург,Академический,Корпус 1,83585240,70309128,635.1,34036284,8,544988736
2025.0,25.0,Екатеринбург,Маяковский,Корпус 2,209197728,166610768,1221.0,86730872,17,2674419200
2025.0,25.0,Екатеринбург,Энергетик,Корпус 1,216251248,176877024,1282.3,51031784,7,1308519808
2025.0,25.0,Верхняя Пышма,Таёжный,Корпус 3,28461554,23675376,242.0,16473249,3,66285996
2025.0,25.0,Верхняя Пышма,Таёжный,Корпус 1,8669227.0,7202127.5,65.5,7202127.5,2,12375157
2025.0,25.0,Екатеринбург,Академический,Корпус 4,171755408,144746016,1285.0,20704752,5,817352832
2025.0,25.0,Екатеринбург,Маяковский,Корпус 3,285526016,227012848,1650.5,60402076,14,3512940032
2025.0,24.0,Верхняя Пышма,Таёжный,Корпус 1,14407223,11969077,118.0,11969077,2,21244548
2025.0,24.0,Екатеринбург,Энергетик,Корпус 2,213238480,174150608,1255.9,37752460,6,1164342016
2025.0,24.0,Екатеринбург,Академический,Корпус 2,82502448,69568384,614.7,26855444,5,343182624
2025.0,24.0,Екатеринбург,Маяковский,Корпус 2,133570344,106795464,783.2,55497548,11,1102210304
2025.0,24.0,Екатеринбург,Энергетик,Корпус 1,166695472,136398144,994.8,19335142,3,470325408
2025.0,24.0,Екатеринбург,Энергетик,Корпус 4,242675360,197977968,1425.4,10513300,4,961438400
2025.0,24.0,Екатеринбург,Академический,Корпус 3,107829856,91078464,808.0,21510080,4,388893120
2025.0,24.0,Екатеринбург,Энергетик,Корпус 3,229670384,187464672,1354.0,13314062,2,453829248
2025.0,24.0,Екатеринбург,Академический,Корпус 4,136822688,115491080,1030.0,24412616,6,749169664
2025.0,24.0,Екатеринбург,Энергетик,Корпус 5,259148512,211351216,1515.4,13373240,2,507992480
2025.0,24.0,Екатеринбург,Маяковский,Корпус 1,63650448,51297916,391.5,51297916,9,293697760
2025.0,24.0,Екатеринбург,Маяковский,Корпус 3,203129056,161422976,1190.0,54627512,11,1892399744
2025.0,24.0,Екатеринбург,Академический,Корпус 1,50786732,42712944,380.7,16879334,4,172440016
2025.0,23.0,Екатеринбург,Энергетик,Корпус 3,334090592,271316832,1948.5,27723370,5,1621853824
2025.0,23.0,Екатеринбург,Академический,Корпус 4,166858896,141296992,1232.1,23601696,5,777200320
2025.0,23.0,Екатеринбург,Энергетик,Корпус 5,428338944,348577664,2478.0,43800180,7,2811841280
2025.0,23.0,Екатеринбург,Маяковский,Корпус 1,70180912,55498960,422.4,55498960,10,428562112
2025.0,23.0,Екатеринбург,Энергетик,Корпус 4,375083296,304777504,2179.6,33460666,6,2171587584
2025.0,23.0,Верхняя Пышма,Таёжный,Корпус 2,20903382,17356746,174.0,4068377.2,1,20903382
2025.0,23.0,Верхняя Пышма,Таёжный,Корпус 3,24336310,20208718,202.0,2851972.0,1,24336310
2025.0,23.0,Екатеринбург,Академический,Корпус 2,108815144,91715648,796.5,43731532,9,761659200
2025.0,23.0,Екатеринбург,Академический,Корпус 1,57054280,47984112,422.8,26174830,5,226985600
2025.0,23.0,Верхняя Пышма,Таёжный,Корпус 1,16006261,13288368,137.0,13288368,3,39142300
2025.0,23.0,Екатеринбург,Академический,Корпус 3,139102512,117695296,1017.7,25979650,5,640510016
2025.0,23.0,Екатеринбург,Энергетик,Корпус 1,273058528,221877248,1586.7,4944788.0,1,273058528
2025.0,23.0,Екатеринбург,Маяковский,Корпус 2,187618448,149829728,1108.1,94330760,18,2409401600
2025.0,23.0,Екатеринбург,Энергетик,Корпус 2,299860192,243593456,1744.6,21716208,3,877147904
2025.0,22.0,Екатеринбург,Академический,Корпус 3,159219200,131193592,1151.7,29103650,6,864108864
2025.0,22.0,Екатеринбург,Академический,Корпус 2,123726952,102089944,904.7,35819748,7,733992512
2025.0,22.0,Верхняя Пышма,Таёжный,Корпус 2,36001880,29161524,288.0,14937481,3,85089328
2025.0,22.0,Екатеринбург,Маяковский,Корпус 1,159292256,125318872,901.6,125318872,27,2244568832
2025.0,22.0,Екатеринбург,Академический,Корпус 4,223534944,184510208,1645.7,53316612,9,1744087296
2025.0,22.0,Екатеринбург,Энергетик,Корпус 5,491524448,392681952,2772.3,83888992,14,6284055552
2025.0,22.0,Екатеринбург,Маяковский,Корпус 2,308507072,242763472,1739.6,117444600,23,5516621312
2025.0,22.0,Екатеринбург,Энергетик,Корпус 4,386280320,308792960,2211.0,28743176,5,1868348672
2025.0,22.0,Екатеринбург,Энергетик,Корпус 3,349896544,280049792,2008.1,13758317,4,1382136832
2025.0,22.0,Верхняя Пышма,Таёжный,Корпус 1,17560546,14224042,140.5,14224042,3,31142808
2025.0,22.0,Верхняя Пышма,Таёжный,Корпус 3,46325664,37690744,366.1,8529221.0,2,85986824
2025.0,22.0,Екатеринбург,Академический,Корпус 1,80044328,66270196,594.5,38521064,9,512925728
2025.0,22.0,Екатеринбург,Энергетик,Корпус 2,332480960,266291456,1918.9,55180008,7,2111764992
2025.0,22.0,Екатеринбург,Энергетик,Корпус 1,264060352,211111456,1510.6,32146516,5,1235950208
2025.0,21.0,Екатеринбург,Энергетик,Корпус 3,319717568,254550848,1885.6,47790236,6,1773944576
2025.0,21.0,Екатеринбург,Энергетик,Корпус 5,452606976,359967840,2608.4,65419876,9,3743628800
2025.0,21.0,Верхняя Пышма,Таёжный,Корпус 3,38071256,30837718,311.4,13224945,3,99097368
2025.0,21.0,Екатеринбург,Энергетик,Корпус 2,259379104,206760624,1512.5,16222242,3,765749056
2025.0,21.0,Екатеринбург,Маяковский,Корпус 2,275836992,216149504,1519.8,103766608,18,3753880320
2025.0,21.0,Екатеринбург,Академический,Корпус 3,179523328,148292912,1316.1,26871102,5,836622400
2025.0,21.0,Екатеринбург,Энергетик,Корпус 4,370085728,294547968,2170.3,39997108,6,2076174592
2025.0,21.0,Верхняя Пышма,Таёжный,Корпус 2,21744164,17612774,162.9,6727115.5,2,39144384
2025.0,21.0,Екатеринбург,Академический,Корпус 2,147054464,121421808,1070.7,31725104,8,1042057280
2025.0,21.0,Екатеринбург,Академический,Корпус 1,108708048,89696704,792.9,48246960,10,846555648
2025.0,21.0,Екатеринбург,Маяковский,Корпус 1,143349824,112382904,782.4,112382904,17,1300965120
2025.0,21.0,Верхняя Пышма,Таёжный,Корпус 1,13439084,10885658,99.0,10885658,3,26470924
2025.0,21.0,Екатеринбург,Академический,Корпус 4,223384784,184259296,1631.4,35966384,7,1424628352
2025.0,21.0,Екатеринбург,Энергетик,Корпус 1,238844608,190538368,1386.1,23485894,3,682430976
2025.0,20.0,Екатеринбург,Академический,Корпус 2,128273112,106178640,933.8,31632602,7,785562816
2025.0,20.0,Верхняя Пышма,Таёжный,Корпус 1,13200366,10766122,101.3,10766122,4,39236608
2025.0,20.0,Екатеринбург,Академический,Корпус 4,190368304,158090736,1381.3,26993914,7,1245655936
2025.0,20.0,Екатеринбург,Маяковский,Корпус 1,88102352,70012736,508.8,70012736,12,576393344
2025.0,20.0,Екатеринбург,Энергетик,Корпус 2,472314624,377163104,2709.0,23509668,4,1849892352
2025.0,20.0,Екатеринбург,Академический,Корпус 1,89696768,74546040,667.7,46350528,11,736628608
2025.0,20.0,Екатеринбург,Маяковский,Корпус 2,205065984,161977264,1172.3,91964536,17,2442619392
2025.0,20.0,Верхняя Пышма,Таёжный,Корпус 2,22309078,18144180,168.4,7378057.0,2,40274212
2025.0,20.0,Верхняя Пышма,Таёжный,Корпус 3,33707000,27554296,266.1,9410117.0,2,63113408
2025.0,20.0,Екатеринбург,Энергетик,Корпус 5,691099008,551744320,3904.4,52991496,10,6649637888
2025.0,20.0,Екатеринбург,Энергетик,Корпус 4,624725504,498752832,3554.8,41851904,8,4808826880
2025.0,20.0,Екатеринбург,Энергетик,Корпус 1,443178144,353653440,2552.2,50361436,7,2915563520
2025.0,20.0,Екатеринбург,Академический,Корпус 3,158543488,131096824,1146.6,24918182,6,882906304
2025.0,20.0,Екатеринбург,Энергетик,Корпус 3,572796224,456900928,3275.5,79737816,12,6373619200
2025.0,19.0,Екатеринбург,Маяковский,Корпус 2,271212160,213928832,1575.8,128697464,24,4573188096
2025.0,19.0,Екатеринбург,Энергетик,Корпус 1,247187264,197216736,1433.7,24123226,4,944012736
2025.0,19.0,Екатеринбург,Академический,Корпус 4,166518992,137396304,1215.2,30500670,6,908015360
2025.0,19.0,Екатеринбург,Академический,Корпус 2,98490248,81109824,738.8,26094856,5,413697184
2025.0,19.0,Екатеринбург,Академический,Корпус 3,129323056,106895640,956.3,25785812,6,689810240
2025.0,19.0,Екатеринбург,Энергетик,Корпус 5,428964160,341569824,2409.5,25949086,5,2077429632
2025.0,19.0,Екатеринбург,Энергетик,Корпус 2,299884160,238847280,1702.0,41630552,6,1641513600
2025.0,19.0,Екатеринбург,Энергетик,Корпус 3,350109184,278525056,1993.2,39677764,5,1654414592
2025.0,19.0,Екатеринбург,Маяковский,Корпус 1,108251376,85231368,638.0,85231368,18,1066288320
2025.0,19.0,Верхняя Пышма,Таёжный,Корпус 1,6950029.0,5629523.5,55.5,5629523.5,1,6950029.0
2025.0,19.0,Екатеринбург,Энергетик,Корпус 4,396422208,315620736,2243.7,37095684,7,2621541376
2025.0,19.0,Екатеринбург,Академический,Корпус 1,66756380,55014972,510.5,26044300,7,368133184
2025.0,19.0,Верхняя Пышма,Таёжный,Корпус 3,17803862,14421129,146.5,8791605.0,2,29155084
2025.0,18.0,Екатеринбург,Академический,Корпус 2,163938928,134947728,1185.7,22227046,5,767705152
2025.0,18.0,Екатеринбург,Энергетик,Корпус 4,392922816,313483904,2228.6,30719376,4,1507186688
2025.0,18.0,Екатеринбург,Академический,Корпус 4,243769392,201695856,1763.2,56256504,11,2334237184
2025.0,18.0,Екатеринбург,Энергетик,Корпус 1,278602464,221896224,1600.4,20676048,4,1080003584
2025.0,18.0,Екатеринбург,Академический,Корпус 3,176486032,145439360,1276.2,10491631,2,348268160
2025.0,18.0,Екатеринбург,Академический,Корпус 1,136928800,112720680,990.2,57419868,13,1345977344
2025.0,18.0,Екатеринбург,Энергетик,Корпус 2,309091712,246336848,1761.1,24440620,5,1478602112
2025.0,18.0,Екатеринбург,Энергетик,Корпус 3,354230560,282764544,2004.0,36427684,7,2337625344
2025.0,18.0,Верхняя Пышма,Таёжный,Корпус 1,11728779,9905028.0,94.5,9905028.0,2,18366996
2025.0,18.0,Екатеринбург,Маяковский,Корпус 2,312987808,246223856,1777.5,138377968,22,5078356480
2025.0,18.0,Верхняя Пышма,Таёжный,Корпус 3,29754566,24505916,235.8,3575150.8,1,29754566
2025.0,18.0,Екатеринбург,Энергетик,Корпус 5,477802848,380896640,2673.7,67412736,10,4402881024
2025.0,18.0,Екатеринбург,Маяковский,Корпус 1,137452640,107845888,784.3,107845888,18,1230210048
2025.0,18.0,Верхняя Пышма,Таёжный,Корпус 2,25340800,20930766,200.7,11025737,3,61401968
2025.0,17.0,Екатеринбург,Маяковский,Корпус 2,138557216,110461968,794.9,41481660,6,694354752
2025.0,17.0,Верхняя Пышма,Таёжный,Корпус 2,15267527,12366697,119.5,12366697,3,27558578
2025.0,17.0,Екатеринбург,Энергетик,Корпус 2,335336384,267595904,1895.9,29314276,4,1283511424
2025.0,17.0,Екатеринбург,Энергетик,Корпус 4,410058592,327888224,2313.2,17756268,3,1211079040
2025.0,17.0,Екатеринбург,Исеть-скай,Корпус Б,33372458,25029344,72.8,25029344,1,33372458
2025.0,17.0,Екатеринбург,Академический,Корпус 3,173944816,144231216,1242.3,56037388,11,1556125952
2025.0,17.0,Верхняя Пышма,Таёжный,Корпус 3,44526732,36491124,383.0,24124428,5,162231904
2025.0,17.0,Екатеринбург,Энергетик,Корпус 3,387947872,310131968,2193.4,42536064,8,2919991040
2025.0,17.0,Екатеринбург,Энергетик,Корпус 1,298681536,238281632,1691.4,61377460,10,2615915008
2025.0,17.0,Екатеринбург,Маяковский,Корпус 1,86284104,68980312,477.3,68980312,12,508708320
2025.0,17.0,Екатеринбург,Академический,Корпус 2,106359184,88193832,744.9,27323876,7,644145984
2025.0,17.0,Екатеринбург,Энергетик,Корпус 5,465011072,371607680,2591.6,43719448,7,3084912640
2025.0,17.0,Екатеринбург,Академический,Корпус 4,215374800,179512400,1554.8,35281184,7,1382608640
2025.0,17.0,Екатеринбург,Академический,Корпус 1,73206184,60869952,519.2,42182676,9,441963616
2025.0,16.0,Верхняя Пышма,Таёжный,Корпус 3,36147964,29279850,286.9,15042973,4,115748096
2025.0,16.0,Екатеринбург,Энергетик,Корпус 1,277853568,221588464,1604.5,44064820,7,1806276736
2025.0,16.0,Верхняя Пышма,Таёжный,Корпус 2,17576392,14236877,134.4,10476377,2,27200948
2025.0,16.0,Екатеринбург,Академический,Корпус 2,111504216,93310472,796.1,41026976,9,783572928
2025.0,16.0,Верхняя Пышма,Таёжный,Корпус 1,4642592.5,3760500.0,34.2,3760500.0,1,4642592.5
2025.0,16.0,Екатеринбург,Маяковский,Корпус 1,59970512,46777000,331.0,46777000,9,322189888
2025.0,16.0,Екатеринбург,Академический,Корпус 4,157248240,131161992,1125.2,15739683,4,610927680
2025.0,16.0,Екатеринбург,Академический,Корпус 1,62497476,52283496,445.0,26914780,4,182243392
2025.0,16.0,Екатеринбург,Академический,Корпус 3,138053504,115422312,986.0,22111840,5,642482240
2025.0,16.0,Екатеринбург,Энергетик,Корпус 5,473405088,377031424,2645.3,63459964,10,4365896704
2025.0,16.0,Екатеринбург,Энергетик,Корпус 4,393758432,313571456,2222.5,47130664,8,2934832128
2025.0,16.0,Екатеринбург,Маяковский,Корпус 2,137461248,108147160,774.9,61370156,11,1096929152
2025.0,16.0,Екатеринбург,Энергетик,Корпус 2,296438240,236270336,1702.4,14681869,4,1163628672
2025.0,16.0,Екатеринбург,Энергетик,Корпус 3,334487872,266440800,1907.8,30170476,5,1591673472
2025.0,15.0,Екатеринбург,Энергетик,Корпус 5,423081920,338369376,2359.6,34364012,5,2021059840
2025.0,15.0,Екатеринбург,Академический,Корпус 2,96113520,79720344,699.8,11614616,3,273291136
2025.0,15.0,Екатеринбург,Академический,Корпус 4,145782592,121559360,1053.9,14211798,4,561920000
2025.0,15.0,Екатеринбург,Маяковский,Корпус 2,74203800,58030820,424.7,35755232,7,375931456
2025.0,15.0,Верхняя Пышма,Таёжный,Корпус 3,40972656,33240464,331.5,11652312,3,109462896
2025.0,15.0,Екатеринбург,Энергетик,Корпус 4,380268864,304005376,2126.3,48301056,9,3196224000
2025.0,15.0,Екатеринбург,Академический,Корпус 3,128459008,107347560,933.3,27627216,7,809513344
2025.0,15.0,Екатеринбург,Энергетик,Корпус 1,237468432,190034672,1352.8,9472360.0,2,468560288
2025.0,15.0,Екатеринбург,Маяковский,Корпус 1,28558442,22275584,170.6,22275584,4,76015312
2025.0,15.0,Екатеринбург,Энергетик,Корпус 2,272216928,217601856,1531.2,27567194,6,1544205312
2025.0,15.0,Верхняя Пышма,Таёжный,Корпус 1,11150757,9032113.0,86.6,9032113.0,2,15101033
2025.0,15.0,Екатеринбург,Энергетик,Корпус 3,319810432,255704320,1801.3,38102456,6,1798468480
2025.0,15.0,Екатеринбург,Академический,Корпус 1,81949352,68105728,605.4,17951090,4,291363008
2025.0,15.0,Верхняя Пышма,Таёжный,Корпус 2,26587084,21588152,213.0,12556039,3,64405580
2025.0,14.0,Верхняя Пышма,Таёжный,Корпус 3,22323892,18150234,176.4,10228583,3,54120200
2025.0,14.0,Екатеринбург,Маяковский,Корпус 2,29800432,23817234,171.2,11166294,2,50190644
2025.0,14.0,Екатеринбург,Энергетик,Корпус 1,256288400,203312496,1447.1,29487660,4,976659328
2025.0,14.0,Екатеринбург,Академический,Корпус 4,208602016,173437120,1510.4,43482104,9,1670218240
2025.0,14.0,Екатеринбург,Энергетик,Корпус 2,281573728,223817792,1594.8,20505286,3,821892160
2025.0,14.0,Екатеринбург,Энергетик,Корпус 4,392596096,312157600,2188.7,48273496,9,3295315456
2025.0,14.0,Екатеринбург,Энергетик,Корпус 5,468285920,372944192,2587.8,60786560,11,4759238144
2025.0,14.0,Верхняя Пышма,Таёжный,Корпус 1,4615443.0,3738508.8,34.0,3738508.8,1,4615443.0
2025.0,14.0,Екатеринбург,Академический,Корпус 3,156685248,129955008,1133.0,39740352,11,1512513536
2025.0,14.0,Екатеринбург,Академический,Корпус 1,65146500,54101248,485.8,28678616,6,313340704
2025.0,14.0,Екатеринбург,Академический,Корпус 2,108966960,90214664,791.2,36113412,8,694169088
2025.0,14.0,Верхняя Пышма,Таёжный,Корпус 2,9779816.0,7921651.5,72.6,4183142.5,2,19160026
2025.0,14.0,Екатеринбург,Энергетик,Корпус 3,332290624,263884128,1876.3,40066336,6,1869683968
2025.0,14.0,Екатеринбург,Маяковский,Корпус 1,15729947,12650939,89.7,12650939,3,29677242
2025.0,13.0,Екатеринбург,Энергетик,Корпус 3,251979872,201577792,1452.0,27048658,5,1181253376
2025.0,13.0,Екатеринбург,Академический,Корпус 2,93259728,76917776,663.3,30017138,8,617863552
2025.0,13.0,Екатеринбург,Энергетик,Корпус 5,405134496,323193312,2322.9,80014424,11,3882192128
2025.0,13.0,Екатеринбург,Энергетик,Корпус 1,164882384,131857608,960.0,16525155,3,470527872
2025.0,13.0,Екатеринбург,Энергетик,Корпус 4,304088256,243178880,1771.9,41601076,6,1710795904
2025.0,13.0,Екатеринбург,Академический,Корпус 1,56922416,46900636,416.5,20180170,4,191822192
2025.0,13.0,Верхняя Пышма,Таёжный,Корпус 3,30066476,24962746,247.8,12228419,3,75449672
2025.0,13.0,Екатеринбург,Энергетик,Корпус 2,217741072,174529136,1262.5,42671536,6,1157859200
2025.0,13.0,Екатеринбург,Маяковский,Корпус 1,18423760,14956120,102.8,14956120,3,35819780
2025.0,13.0,Верхняя Пышма,Таёжный,Корпус 1,15417315,12734327,123.1,12734327,3,30408210
2025.0,13.0,Екатеринбург,Академический,Корпус 4,131792904,108689072,937.5,6375511.5,1,131792904
2025.0,13.0,Екатеринбург,Академический,Корпус 3,124017888,102313560,880.5,25395786,5,557038080
2025.0,12.0,Екатеринбург,Академический,Корпус 2,121548888,100184120,869.1,20138562,5,557731520
2025.0,12.0,Верхняя Пышма,Таёжный,Корпус 2,51181212,41981696,399.4,28417602,6,225263040
2025.0,12.0,Верхняя Пышма,Таёжный,Корпус 3,55594980,45556848,434.5,3575150.8,1,55594980
2025.0,12.0,Екатеринбург,Энергетик,Корпус 4,371865312,296696800,2090.4,41875144,7,2432718848
2025.0,12.0,Екатеринбург,Энергетик,Корпус 3,319147360,254821664,1806.1,45831188,7,2054321408
2025.0,12.0,Екатеринбург,Энергетик,Корпус 1,232041232,185480368,1327.0,37390404,7,1490676864
2025.0,12.0,Екатеринбург,Академический,Корпус 3,167974608,138556864,1202.3,38372748,8,1182076032
2025.0,12.0,Верхняя Пышма,Таёжный,Корпус 1,16745797,13564095,127.7,13564095,3,33939564
2025.0,12.0,Екатеринбург,Академический,Корпус 4,198222016,164001984,1418.3,25445112,7,1288809216
2025.0,12.0,Екатеринбург,Энергетик,Корпус 2,261375744,208990464,1487.5,23510106,4,997369152
2025.0,12.0,Екатеринбург,Академический,Корпус 1,97130736,80045560,702.0,35396392,8,633259968
2025.0,12.0,Екатеринбург,Энергетик,Корпус 5,438330240,350153024,2461.7,53456232,7,2849166848
2025.0,11.0,Екатеринбург,Энергетик,Корпус 4,361100832,288557536,2031.6,28478018,4,1383885184
2025.0,11.0,Екатеринбург,Энергетик,Корпус 1,210293632,167855088,1207.7,28077574,7,1373940608
2025.0,11.0,Екатеринбург,Энергетик,Корпус 3,325052704,260079520,1835.9,51215508,8,2376663040
2025.0,11.0,Екатеринбург,Энергетик,Корпус 5,407465856,325185920,2273.4,36628368,6,2333166336
2025.0,11.0,Верхняя Пышма,Таёжный,Корпус 3,31294530,25636568,262.4,9246148.0,2,57507604
2025.0,11.0,Екатеринбург,Академический,Корпус 2,105877520,87745368,779.5,39265432,8,675388480
2025.0,11.0,Екатеринбург,Академический,Корпус 1,58665040,48479936,428.9,12057546,3,161740928
2025.0,11.0,Екатеринбург,Академический,Корпус 4,163234272,136183824,1222.3,10170730,3,481685536
2025.0,11.0,Екатеринбург,Маяковский,Корпус 2,20034652,16803256,139.5,16803256,2,29987350
2025.0,11.0,Екатеринбург,Энергетик,Корпус 2,260606336,208864016,1481.8,41008920,7,1672716160
2025.0,11.0,Верхняя Пышма,Таёжный,Корпус 1,10803497,8803447.0,88.9,8803447.0,2,17341578
2025.0,11.0,Верхняя Пышма,Таёжный,Корпус 2,20170132,16390420,157.9,7586974.0,2,35724820
2025.0,11.0,Екатеринбург,Академический,Корпус 3,151397632,126013088,1131.4,38267720,7,923771136
2025.0,10.0,Екатеринбург,Энергетик,Корпус 2,306714816,243980176,1736.4,21939690,4,1193898368
2025.0,10.0,Екатеринбург,Энергетик,Корпус 1,278951968,222040496,1584.3,67738856,9,2138014848
2025.0,10.0,Екатеринбург,Энергетик,Корпус 5,412239840,328197760,2288.1,24241120,4,1605239296
2025.0,10.0,Верхняя Пышма,Таёжный,Корпус 1,11165113,9289274.0,88.9,9289274.0,2,15192359
2025.0,10.0,Екатеринбург,Энергетик,Корпус 4,381554880,303956640,2134.3,21308946,4,1484977920
2025.0,10.0,Екатеринбург,Академический,Корпус 1,36325008,29786506,272.3,7946907.0,2,67698560
2025.0,10.0,Екатеринбург,Маяковский,Корпус 2,4660264.5,3826322.5,26.3,3826322.5,1,4660264.5
2025.0,10.0,Верхняя Пышма,Таёжный,Корпус 2,26787118,21995712,208.8,12706438,3,64660820
2025.0,10.0,Екатеринбург,Энергетик,Корпус 3,355188480,282647680,1996.4,38667504,7,2341446656
2025.0,10.0,Екатеринбург,Академический,Корпус 2,52093008,42716264,388.5,12929761,3,136694032
2025.0,10.0,Верхняя Пышма,Таёжный,Корпус 3,31439806,25764388,245.8,3768677.2,1,31439806
2025.0,10.0,Екатеринбург,Академический,Корпус 3,66362204,54417008,490.5,11700741,3,184592352
2025.0,10.0,Екатеринбург,Академический,Корпус 4,94965728,78879952,710.6,24462948,5,424619040
2025.0,9.0,Екатеринбург,Маяковский,Корпус 2,8687621.0,6985922.0,45.1,6985922.0,1,8687621.0
